"country code","continent","country","date","total_cases","new_cases","total deaths","total cases per million","total deaths per million","population","life expectancy","human development index"
"DZA","Africa","Algeria","2021-01-03","100408.0","249.0","2772.0","2289.752","63.214","43851043.0","76.88","0.754"
"AGO","Africa","Angola","2021-01-03","17642.0","34.0","408.0","536.781","12.414","32866268.0","61.15","0.581"
"BEN","Africa","Benin","2021-01-03","3251.0","0.0","44.0","268.164","3.629","12123198.0","61.77","0.515"
"BWA","Africa","Botswana","2021-01-03","14805.0","0.0","42.0","6295.647","17.86","2351625.0","69.59","0.717"
"BFA","Africa","Burkina Faso","2021-01-03","7051.0","111.0","86.0","337.316","4.114","20903278.0","61.58","0.423"
"BDI","Africa","Burundi","2021-01-03","833.0","11.0","2.0","70.054","0.168","11890781.0","61.58","0.417"
"CMR","Africa","Cameroon","2021-01-03","26848.0","0.0","448.0","1011.382","16.876","26545864.0","59.29","0.556"
"CPV","Africa","Cape Verde","2021-01-03","11920.0","37.0","113.0","21439.312","203.242","555988.0","72.98","0.654"
"CAF","Africa","Central African Republic","2021-01-03","4963.0","0.0","63.0","1027.586","13.044","4829764.0","53.28","0.367"
"TCD","Africa","Chad","2021-01-03","2213.0","44.0","104.0","134.727","6.331","16425859.0","54.24","0.404"
"COM","Africa","Comoros","2021-01-03","864.0","0.0","13.0","993.566","14.949","869595.0","64.32","0.503"
"COG","Africa","Congo","2021-01-03","7107.0","0.0","108.0","1287.945","19.572","5518092.0","64.57","0.606"
"CIV","Africa","Cote d'Ivoire","2021-01-03","22648.0","85.0","138.0","858.585","5.232","26378275.0","57.78","0.492"
"COD","Africa","Democratic Republic of Congo","2021-01-03","18102.0","104.0","596.0","202.118","6.655","89561404.0","60.68","0.457"
"DJI","Africa","Djibouti","2021-01-03","5842.0","1.0","61.0","5912.943","61.741","988002.0","67.11","0.476"
"EGY","Africa","Egypt","2021-01-03","142187.0","1309.0","7805.0","1389.435","76.27","102334403.0","71.99","0.696"
"GNQ","Africa","Equatorial Guinea","2021-01-03","5277.0","0.0","86.0","3761.266","61.298","1402985.0","58.74","0.591"
"ERI","Africa","Eritrea","2021-01-03","1252.0","0.0","1.0","353.031","0.282","3546427.0","66.32","0.44"
"SWZ","Africa","Eswatini","2021-01-03","9943.0","232.0","231.0","8570.34","199.11","1160164.0","60.19","0.588"
"ETH","Africa","Ethiopia","2021-01-03","125622.0","573.0","1948.0","1092.711","16.944","114963583.0","66.6","0.463"
"GAB","Africa","Gabon","2021-01-03","9571.0","0.0","64.0","4300.166","28.755","2225728.0","66.47","0.702"
"GMB","Africa","Gambia","2021-01-03","3800.0","0.0","124.0","1572.416","51.31","2416664.0","62.05","0.46"
"GHA","Africa","Ghana","2021-01-03","55168.0","104.0","335.0","1775.435","10.781","31072945.0","64.07","0.592"
"GIN","Africa","Guinea","2021-01-03","13784.0","0.0","81.0","1049.586","6.168","13132792.0","61.6","0.459"
"GNB","Africa","Guinea-Bissau","2021-01-03","2455.0","3.0","45.0","1247.461","22.866","1967998.0","58.32","0.455"
"KEN","Africa","Kenya","2021-01-03","96802.0","124.0","1685.0","1800.254","31.336","53771300.0","66.7","0.59"
"LSO","Africa","Lesotho","2021-01-03","3206.0","0.0","65.0","1496.556","30.342","2142252.0","54.33","0.52"
"LBR","Africa","Liberia","2021-01-03","1779.0","0.0","83.0","351.743","16.411","5057677.0","64.1","0.435"
"LBY","Africa","Libya","2021-01-03","101414.0","670.0","1510.0","14759.098","219.755","6871287.0","72.91","0.706"
"MDG","Africa","Madagascar","2021-01-03","17767.0","0.0","262.0","641.616","9.462","27691019.0","67.04","0.519"
"MWI","Africa","Malawi","2021-01-03","6844.0","132.0","195.0","357.764","10.193","19129955.0","64.26","0.477"
"MLI","Africa","Mali","2021-01-03","7253.0","27.0","278.0","358.158","13.728","20250834.0","59.31","0.427"
"MRT","Africa","Mauritania","2021-01-03","14794.0","117.0","358.0","3181.738","76.995","4649660.0","64.92","0.52"
"MUS","Africa","Mauritius","2021-01-03","527.0","0.0","10.0","414.384","7.863","1271767.0","74.99","0.79"
"MAR","Africa","Morocco","2021-01-03","443146.0","1005.0","7485.0","12005.941","202.788","36910558.0","76.68","0.667"
"MOZ","Africa","Mozambique","2021-01-03","19309.0","341.0","169.0","617.781","5.407","31255435.0","60.85","0.437"
