"country code","continent","country","date","total_cases","new_cases","total deaths","total cases per million","total deaths per million","population","life expectancy","human development index"
"DZA","Africa","Algeria","2021-01-19","104341.0","249.0","2843.0","2379.442","64.833",,"1.9","76.88"
"AGO","Africa","Angola","2021-01-19","19011.0","85.0","442.0","578.435","13.448",,,"61.15"
"BEN","Africa","Benin","2021-01-19","3413.0","0.0","46.0","281.526","3.794",,"0.5","61.77"
"BWA","Africa","Botswana","2021-01-19","18630.0","0.0","88.0","7922.181","37.421",,"1.8","69.59"
"BFA","Africa","Burkina Faso","2021-01-19","9352.0","0.0","105.0","447.394","5.023",,"0.4","61.58"
"BDI","Africa","Burundi","2021-01-19","1253.0","8.0","2.0","105.376","0.168",,"0.8","61.58"
"CMR","Africa","Cameroon","2021-01-19","28010.0","0.0","455.0","1055.155","17.14",,"1.3","59.29"
"CPV","Africa","Cape Verde","2021-01-19","13139.0","93.0","120.0","23631.805","215.832",,"2.1","72.98"
"CAF","Africa","Central African Republic","2021-01-19","4973.0","0.0","63.0","1029.657","13.044",,"1.0","53.28"
"TCD","Africa","Chad","2021-01-19","2977.0","58.0","114.0","181.239","6.94",,,"54.24"
"COM","Africa","Comoros","2021-01-19","1864.0","95.0","51.0","2143.527","58.648",,"2.2","64.32"
"COG","Africa","Congo","2021-01-19","7709.0","0.0","114.0","1397.041","20.659",,,"64.57"
"CIV","Africa","Cote d'Ivoire","2021-01-19","25383.0","79.0","142.0","962.269","5.383",,,"57.78"
"COD","Africa","Democratic Republic of Congo","2021-01-19","21140.0","80.0","640.0","236.039","7.146","21.3",,"60.68"
"DJI","Africa","Djibouti","2021-01-19","5910.0","5.0","61.0","5981.769","61.741",,"1.4","67.11"
"EGY","Africa","Egypt","2021-01-19","158174.0","899.0","8696.0","1545.658","84.976",,"1.6","71.99"
"GNQ","Africa","Equatorial Guinea","2021-01-19","5365.0","0.0","86.0","3823.99","61.298",,"2.1","58.74"
"ERI","Africa","Eritrea","2021-01-19","1877.0","0.0","6.0","529.265","1.692",,"0.7","66.32"
"SWZ","Africa","Eswatini","2021-01-19","13443.0","256.0","403.0","11587.155","347.365",,"2.1","60.19"
"ETH","Africa","Ethiopia","2021-01-19","131727.0","181.0","2037.0","1145.815","17.719",,"0.3","66.6"
"GAB","Africa","Gabon","2021-01-19","10019.0","0.0","66.0","4501.449","29.653",,"6.3","66.47"
"GMB","Africa","Gambia","2021-01-19","3938.0","5.0","128.0","1629.519","52.966",,"1.1","62.05"
"GHA","Africa","Ghana","2021-01-19","58431.0","366.0","358.0","1880.446","11.521",,"0.9","64.07"
"GIN","Africa","Guinea","2021-01-19","14207.0","42.0","81.0","1081.796","6.168",,"0.3","61.6"
"GNB","Africa","Guinea-Bissau","2021-01-19","2510.0","1.0","45.0","1275.408","22.866",,,"58.32"
"KEN","Africa","Kenya","2021-01-19","99308.0","81.0","1734.0","1846.859","32.248",,"1.4","66.7"
"LSO","Africa","Lesotho","2021-01-19","7018.0","0.0","101.0","3275.992","47.147",,,"54.33"
